Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,300-600,INDICATED,607.36
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,300-600,INFERRED,324.96
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,300-600,PROVED,73.09
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,600-1200,INDICATED,13.69
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,600-1200,INFERRED,138.72
India,Maharashtra,"Financial Year (Apr - Mar), 2012",NAND-BANDER,NON-COKING,0-300,INDICATED,298.2
India,Maharashtra,"Financial Year (Apr - Mar), 2012",NAND-BANDER,NON-COKING,0-300,PROVED,379.44
India,Maharashtra,"Financial Year (Apr - Mar), 2012",NAND-BANDER,NON-COKING,300-600,INDICATED,168.99
India,Maharashtra,"Financial Year (Apr - Mar), 2012",NAND-BANDER,NON-COKING,300-600,PROVED,88.64
India,Maharashtra,"Financial Year (Apr - Mar), 2012",NAND-BANDER,NON-COKING,600-1200,INDICATED,16.76
India,Maharashtra,"Financial Year (Apr - Mar), 2012",UMRER-MAKARDHOKRA,NON-COKING,0-300,INFERRED,65.53
India,Maharashtra,"Financial Year (Apr - Mar), 2012",UMRER-MAKARDHOKRA,NON-COKING,0-300,PROVED,308.41
India,Maharashtra,"Financial Year (Apr - Mar), 2012",UMRER-MAKARDHOKRA,NON-COKING,300-600,INFERRED,83.22
India,Maharashtra,"Financial Year (Apr - Mar), 2012",UMRER-MAKARDHOKRA,NON-COKING,600-1200,INFERRED,11.95
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,0-300,INDICATED,743.61
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,0-300,INFERRED,298.17
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,0-300,PROVED,3570.32
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,300-600,INDICATED,658.59
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,300-600,INFERRED,1125.9
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,300-600,PROVED,34.53
India,Maharashtra,"Financial Year (Apr - Mar), 2012",WARDHA VALLEY,NON-COKING,600-1200,INDICATED,13.37
India,Meghalaya,"Financial Year (Apr - Mar), 2012",BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,125
India,Meghalaya,"Financial Year (Apr - Mar), 2012",BAPUNG,HIGH SULPHUR,0-300,INFERRED,2.34
India,Meghalaya,"Financial Year (Apr - Mar), 2012",EAST DARANGIRI,HIGH SULPHUR,0-300,INDICATED,16.51
India,Meghalaya,"Financial Year (Apr - Mar), 2012",EAST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,106.19
India,Meghalaya,"Financial Year (Apr - Mar), 2012",EAST DARANGIRI,HIGH SULPHUR,0-300,PROVED,10.46
India,Meghalaya,"Financial Year (Apr - Mar), 2012",JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,59.6
India,Meghalaya,"Financial Year (Apr - Mar), 2012",JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,PROVED,65.4
India,Meghalaya,"Financial Year (Apr - Mar), 2012",KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,4.5
India,Meghalaya,"Financial Year (Apr - Mar), 2012",KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,PROVED,5.5
India,Meghalaya,"Financial Year (Apr - Mar), 2012",LANGRIN,HIGH SULPHUR,0-300,INFERRED,10.1
India,Meghalaya,"Financial Year (Apr - Mar), 2012",MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,22.65
India,Meghalaya,"Financial Year (Apr - Mar), 2012",MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,11.01
India,Meghalaya,"Financial Year (Apr - Mar), 2012",SIJU,HIGH SULPHUR,0-300,INFERRED,3.83
India,Meghalaya,"Financial Year (Apr - Mar), 2012",SIJU,HIGH SULPHUR,0-300,PROVED,2.17
India,Meghalaya,"Financial Year (Apr - Mar), 2012",WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,34.19
India,Nagaland,"Financial Year (Apr - Mar), 2012",BORJAN,HIGH SULPHUR,0-300,INFERRED,0.08
India,Nagaland,"Financial Year (Apr - Mar), 2012",BORJAN,HIGH SULPHUR,0-300,PROVED,2
India,Nagaland,"Financial Year (Apr - Mar), 2012",JHANZI-DISAI,HIGH SULPHUR,0-300,INFERRED,2
India,Nagaland,"Financial Year (Apr - Mar), 2012",JHANZI-DISAI,HIGH SULPHUR,0-300,PROVED,1.26
India,Nagaland,"Financial Year (Apr - Mar), 2012",TIRU VALLEY,HIGH SULPHUR,0-300,INFERRED,293.47
India,Nagaland,"Financial Year (Apr - Mar), 2012",TUEN SANG,HIGH SULPHUR,0-300,INFERRED,6.6
India,Nagaland,"Financial Year (Apr - Mar), 2012",UNKNOWN,HIGH SULPHUR,0-300,INFERRED,293.47
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,0-300,INDICATED,5532.59
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,0-300,INFERRED,543.84
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,0-300,PROVED,8309.03
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,300-600,INDICATED,3891.78
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,300-600,INFERRED,4564.32
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,300-600,PROVED,166.59
India,Odisha,"Financial Year (Apr - Mar), 2012",IB-RIVER,NON-COKING,600-1200,INDICATED,27.52
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,0-300,INDICATED,13230.11
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,0-300,INFERRED,2810.59
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,0-300,PROVED,16227.51
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,300-600,INDICATED,12570.81
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,300-600,INFERRED,1048.7
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,300-600,PROVED,844.53
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,600-1200,INDICATED,1213.16
India,Odisha,"Financial Year (Apr - Mar), 2012",TALCHER,NON-COKING,600-1200,INFERRED,466.33
India,Sikkim,"Financial Year (Apr - Mar), 2012",RANGIT VALLEY,NON-COKING,0-300,INDICATED,58.25
India,Sikkim,"Financial Year (Apr - Mar), 2012",RANGIT VALLEY,NON-COKING,0-300,INFERRED,42.98
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,INDICATED,1408.72974228861
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,INFERRED,63.0043789945321
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,PROVED,2523.63493781855
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,INDICATED,1948.49650100779
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,INFERRED,250.117948850009
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,PROVED,1424.52636043247
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,INDICATED,596.650310300886
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,INFERRED,942.636391009035
India,Telangana,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,PROVED,10.9711382497704
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,0-300,INDICATED,177.76
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,0-300,PROVED,884.04
India,West Bengal,"Financial Year (Apr - Mar), 2012",BARJORA,NON-COKING,0-300,PROVED,114.27
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,0-300,INDICATED,818.42
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,0-300,INFERRED,114.98
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,300-600,INDICATED,3652.23
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,300-600,INFERRED,523.19
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,600-1200,INDICATED,1173.64
India,West Bengal,"Financial Year (Apr - Mar), 2012",BIRBHUM,NON-COKING,600-1200,INFERRED,48.58
India,West Bengal,"Financial Year (Apr - Mar), 2012",DARJEELING,NON-COKING,0-300,INFERRED,15
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,0-300,INDICATED,1.6
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,0-300,PROVED,194.7
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,300-600,INDICATED,16.9
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,300-600,PROVED,15.3
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,INDICATED,1786.4
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,INFERRED,250.57
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,PROVED,9799.17
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,INDICATED,3562.89
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,INFERRED,2074.63
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,PROVED,2036
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,600-1200,INDICATED,1913.67
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,600-1200,INFERRED,1636.86
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,600-1200,PROVED,77.95
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
India,West Bengal,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,0-300,INDICATED,2068.79634073804
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,0-300,INFERRED,86.32831228117
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,0-300,PROVED,3499.93664480228
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,300-600,INDICATED,2783.72465747719
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,300-600,INFERRED,383.289969335822
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,300-600,PROVED,1944.20409427901
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,600-1200,INDICATED,849.772343357049
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,600-1200,INFERRED,1306.04396778608
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011",GODAVARI,NON-COKING,600-1200,PROVED,5.2167434770669
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2011",MIAO BUM,HIGH SULPHUR,0-300,INFERRED,6
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2011",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INDICATED,40.11
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2011",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INFERRED,12.89
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2011",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,PROVED,31.23
India,Assam,"Financial Year (Apr - Mar), 2011",DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
India,Assam,"Financial Year (Apr - Mar), 2011",DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
India,Assam,"Financial Year (Apr - Mar), 2011",MAKUM,HIGH SULPHUR,0-300,INDICATED,2.79
India,Assam,"Financial Year (Apr - Mar), 2011",MAKUM,HIGH SULPHUR,300-600,INDICATED,4.55
India,Assam,"Financial Year (Apr - Mar), 2011",MAKUM,HIGH SULPHUR,300-600,PROVED,246.24
India,Assam,"Financial Year (Apr - Mar), 2011",MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
India,Assam,"Financial Year (Apr - Mar), 2011",MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
India,Assam,"Financial Year (Apr - Mar), 2011",SINGRIMARI,NON-COKING,0-300,INDICATED,16.15
India,Assam,"Financial Year (Apr - Mar), 2011",SINGRIMARI,NON-COKING,0-300,PROVED,185.85
India,Bihar,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,0-300,INFERRED,160
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",BISRAMPUR,NON-COKING,0-300,INDICATED,765.55
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",BISRAMPUR,NON-COKING,0-300,PROVED,849.15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",CHIRIMIRI,NON-COKING,0-300,INDICATED,10.83
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",CHIRIMIRI,NON-COKING,0-300,INFERRED,31
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",CHIRIMIRI,NON-COKING,0-300,PROVED,320.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",EAST OF BISRAMPUR,NON-COKING,0-300,INDICATED,164.82
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",HASDO-ARAND,NON-COKING,0-300,INDICATED,3389.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",HASDO-ARAND,NON-COKING,0-300,INFERRED,377.75
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",HASDO-ARAND,NON-COKING,0-300,PROVED,1369.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",HASDO-ARAND,NON-COKING,300-600,INDICATED,35.69
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",HASDO-ARAND,NON-COKING,300-600,INFERRED,6.75
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",JHILIMILI,NON-COKING,0-300,INDICATED,38.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",JHILIMILI,NON-COKING,0-300,PROVED,228.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,0-300,INDICATED,3644.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,0-300,INFERRED,231.47
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,0-300,PROVED,4955.63
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,300-600,INDICATED,2292.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,300-600,INFERRED,607.11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",KORBA,NON-COKING,300-600,PROVED,24.95
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",LAKHANPUR,NON-COKING,0-300,INDICATED,3.35
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",LAKHANPUR,NON-COKING,0-300,PROVED,455.88
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,0-300,INDICATED,11342.17
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,0-300,INFERRED,1942.53
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,0-300,PROVED,3972.93
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,300-600,INDICATED,5153.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,300-600,INFERRED,610.19
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,300-600,PROVED,204.97
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",MAND-RAIGARH,NON-COKING,600-1200,INDICATED,545.43
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",PANCHBAHINI,NON-COKING,0-300,INDICATED,11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SENDURGARH,NON-COKING,0-300,INDICATED,126.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SENDURGARH,NON-COKING,0-300,PROVED,152.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SOHAGPUR,NON-COKING,0-300,INDICATED,10.08
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SOHAGPUR,NON-COKING,0-300,PROVED,94.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,0-300,INDICATED,936.39
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,0-300,PROVED,101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,300-600,INDICATED,859.37
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,300-600,INFERRED,1.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,300-600,PROVED,27.72
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,NON-COKING,600-1200,INDICATED,568.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,SEMI-COKING,0-300,INDICATED,16.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,SEMI-COKING,0-300,PROVED,70.77
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",SONHAT,SEMI-COKING,300-600,INDICATED,82.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,0-300,INDICATED,1092.58
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,0-300,INFERRED,24.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,0-300,PROVED,50.43
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,300-600,INDICATED,997.47
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,300-600,INFERRED,177.34
India,Chhattisgarh,"Financial Year (Apr - Mar), 2011",TATAPANI-RAMKOLA,NON-COKING,600-1200,INDICATED,302.67
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,0-300,INDICATED,1379.39
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,0-300,INFERRED,43.07
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,0-300,PROVED,213.88
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,300-600,INDICATED,867.01
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,300-600,INFERRED,423.07
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,600-1200,INDICATED,33.42
India,Jharkhand,"Financial Year (Apr - Mar), 2011",AURANGA,NON-COKING,600-1200,INFERRED,37.27
India,Jharkhand,"Financial Year (Apr - Mar), 2011",DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
India,Jharkhand,"Financial Year (Apr - Mar), 2011",DALTONGANJ,NON-COKING,0-300,PROVED,83.86
India,Jharkhand,"Financial Year (Apr - Mar), 2011",DEOGARH,NON-COKING,0-300,INDICATED,73.6
India,Jharkhand,"Financial Year (Apr - Mar), 2011",DEOGARH,NON-COKING,0-300,PROVED,326.24
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1269.94
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,0-300,PROVED,2607.2
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1203.06
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,NON-COKING,0-300,PROVED,95.17
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
India,Jharkhand,"Financial Year (Apr - Mar), 2011",EAST BOKARO,NON-COKING,300-600,PROVED,8.9
India,Jharkhand,"Financial Year (Apr - Mar), 2011",HUTAR,NON-COKING,0-300,INDICATED,14.22
India,Jharkhand,"Financial Year (Apr - Mar), 2011",HUTAR,NON-COKING,0-300,INFERRED,32.48
India,Jharkhand,"Financial Year (Apr - Mar), 2011",HUTAR,NON-COKING,0-300,PROVED,190.79
India,Jharkhand,"Financial Year (Apr - Mar), 2011",HUTAR,NON-COKING,300-600,INDICATED,12.33
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,NON-COKING,0-600,INDICATED,495.26
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,NON-COKING,0-600,PROVED,5606.74
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,NON-COKING,600-1200,INDICATED,1355
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,NON-COKING,600-1200,PROVED,496
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,PRIME COKING,0-600,INDICATED,4.01
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,PRIME COKING,0-600,PROVED,4039.41
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,PRIME COKING,600-1200,INDICATED,694.7
India,Jharkhand,"Financial Year (Apr - Mar), 2011",JHARIA,PRIME COKING,600-1200,PROVED,574.94
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,0-300,INDICATED,1257.32
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
India,Jharkhand,"Financial Year (Apr - Mar), 2011",NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,0-300,INDICATED,7855.22
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,0-300,INFERRED,558.23
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,0-300,PROVED,2631.89
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,300-600,INDICATED,3865.58
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,300-600,PROVED,23.63
India,Jharkhand,"Financial Year (Apr - Mar), 2011",RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
