Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,West Bengal,"Financial Year (Apr - Mar), 2013",RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
India,West Bengal,"Financial Year (Apr - Mar), 2013",RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
India,West Bengal,"Financial Year (Apr - Mar), 2013",RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
India,West Bengal,"Financial Year (Apr - Mar), 2013",RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
India,West Bengal,"Financial Year (Apr - Mar), 2013",RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,INDICATED,1995.24025771139
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,INFERRED,89.2356210054679
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,0-300,PROVED,3574.32506218145
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,INDICATED,2759.73349899221
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,INFERRED,354.252051149991
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,300-600,PROVED,2017.61363956753
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,INDICATED,845.059689699115
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,INFERRED,1335.09360899096
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012",GODAVARI,NON-COKING,600-1200,PROVED,15.5388617502296
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",MIAO BUM,HIGH SULPHUR,0-300,INFERRED,6
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INDICATED,40.11
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INFERRED,12.89
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,PROVED,31.23
India,Assam,"Financial Year (Apr - Mar), 2012",DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
India,Assam,"Financial Year (Apr - Mar), 2012",DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
India,Assam,"Financial Year (Apr - Mar), 2012",MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
India,Assam,"Financial Year (Apr - Mar), 2012",MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
India,Assam,"Financial Year (Apr - Mar), 2012",MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
India,Assam,"Financial Year (Apr - Mar), 2012",MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
India,Assam,"Financial Year (Apr - Mar), 2012",MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
India,Assam,"Financial Year (Apr - Mar), 2012",SINGRIMARI,NON-COKING,0-300,INDICATED,2.79
India,Bihar,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,0-300,INFERRED,160
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",BISRAMPUR,NON-COKING,0-300,INDICATED,628.64
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",BISRAMPUR,NON-COKING,0-300,PROVED,986.06
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",CHIRIMIRI,NON-COKING,0-300,INDICATED,10.83
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",CHIRIMIRI,NON-COKING,0-300,INFERRED,31
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",CHIRIMIRI,NON-COKING,0-300,PROVED,320.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",EAST OF BISRAMPUR,NON-COKING,0-300,INDICATED,164.82
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",HASDO-ARAND,NON-COKING,0-300,INDICATED,3589.66
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",HASDO-ARAND,NON-COKING,0-300,INFERRED,390.66
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",HASDO-ARAND,NON-COKING,0-300,PROVED,1369.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",HASDO-ARAND,NON-COKING,300-600,INDICATED,39.98
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",HASDO-ARAND,NON-COKING,300-600,INFERRED,7.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",JHILIMILI,NON-COKING,0-300,INDICATED,38.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",JHILIMILI,NON-COKING,0-300,PROVED,228.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,0-300,INDICATED,3644.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,0-300,INFERRED,99.91
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,0-300,PROVED,5087.19
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,300-600,INDICATED,2292.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,300-600,INFERRED,68.11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",KORBA,NON-COKING,300-600,PROVED,563.95
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",LAKHANPUR,NON-COKING,0-300,INDICATED,3.35
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",LAKHANPUR,NON-COKING,0-300,PROVED,455.88
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,0-300,INDICATED,11769.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,0-300,INFERRED,1974.87
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,0-300,PROVED,4274.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,300-600,INDICATED,5651.86
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,300-600,INFERRED,634.09
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,300-600,PROVED,204.97
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",MAND-RAIGARH,NON-COKING,600-1200,INDICATED,610.4
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",PANCHBAHINI,NON-COKING,0-300,INDICATED,11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SENDURGARH,NON-COKING,0-300,INDICATED,126.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SENDURGARH,NON-COKING,0-300,PROVED,152.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,0-300,INDICATED,10.08
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,0-300,PROVED,94.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,0-300,INDICATED,936.39
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,0-300,PROVED,101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,300-600,INDICATED,859.37
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,300-600,INFERRED,1.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,300-600,PROVED,27.72
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,NON-COKING,600-1200,INDICATED,568.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,SEMI-COKING,0-300,INDICATED,16.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,SEMI-COKING,0-300,PROVED,70.77
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",SONHAT,SEMI-COKING,300-600,INDICATED,82.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,0-300,INDICATED,1092.58
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,0-300,INFERRED,24.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,0-300,PROVED,50.43
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,300-600,INDICATED,997.47
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,300-600,INFERRED,177.34
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012",TATAPANI-RAMKOLA,NON-COKING,600-1200,INDICATED,302.67
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,0-300,INDICATED,1241.22
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,0-300,INFERRED,43.07
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,0-300,PROVED,352.05
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,300-600,INDICATED,867.01
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,300-600,INFERRED,423.07
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,600-1200,INDICATED,33.42
India,Jharkhand,"Financial Year (Apr - Mar), 2012",AURANGA,NON-COKING,600-1200,INFERRED,37.27
India,Jharkhand,"Financial Year (Apr - Mar), 2012",DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
India,Jharkhand,"Financial Year (Apr - Mar), 2012",DALTONGANJ,NON-COKING,0-300,PROVED,83.86
India,Jharkhand,"Financial Year (Apr - Mar), 2012",DEOGARH,NON-COKING,0-300,INDICATED,73.6
India,Jharkhand,"Financial Year (Apr - Mar), 2012",DEOGARH,NON-COKING,0-300,PROVED,326.24
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1269.94
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,0-300,PROVED,2607.2
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1203.06
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,NON-COKING,0-300,PROVED,95.17
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
India,Jharkhand,"Financial Year (Apr - Mar), 2012",EAST BOKARO,NON-COKING,300-600,PROVED,8.9
India,Jharkhand,"Financial Year (Apr - Mar), 2012",HUTAR,NON-COKING,0-300,INDICATED,14.22
India,Jharkhand,"Financial Year (Apr - Mar), 2012",HUTAR,NON-COKING,0-300,INFERRED,32.48
India,Jharkhand,"Financial Year (Apr - Mar), 2012",HUTAR,NON-COKING,0-300,PROVED,190.79
India,Jharkhand,"Financial Year (Apr - Mar), 2012",HUTAR,NON-COKING,300-600,INDICATED,12.33
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,NON-COKING,0-600,INDICATED,495.26
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,NON-COKING,0-600,PROVED,5606.74
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,NON-COKING,600-1200,INDICATED,1355
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,NON-COKING,600-1200,PROVED,496
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,PRIME COKING,0-600,INDICATED,4.01
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,PRIME COKING,0-600,PROVED,4039.41
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,PRIME COKING,600-1200,INDICATED,694.7
India,Jharkhand,"Financial Year (Apr - Mar), 2012",JHARIA,PRIME COKING,600-1200,PROVED,574.94
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,0-300,INDICATED,2463.07
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
India,Jharkhand,"Financial Year (Apr - Mar), 2012",NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,0-300,INDICATED,7855.22
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,0-300,INFERRED,558.23
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,0-300,PROVED,2631.89
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,300-600,INDICATED,3865.58
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,300-600,PROVED,23.63
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,MEDIUM COKING,0-300,PROVED,531.52
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,NON-COKING,0-300,INDICATED,26.2
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,NON-COKING,0-300,INFERRED,4.6
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,NON-COKING,0-300,PROVED,7.13
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,SEMI-COKING,0-300,PROVED,171.94
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,0-300,PROVED,220
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,INDICATED,89.32
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,INFERRED,29.55
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,0-300,PROVED,1111.53
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,INDICATED,320.07
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,INFERRED,2
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,NON-COKING,300-600,PROVED,106.03
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RANIGANJ,SEMI-COKING,300-600,INDICATED,40
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,0-300,INDICATED,634.55
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,0-300,PROVED,2517.35
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,300-600,INDICATED,763.67
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,300-600,PROVED,230.74
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,136.94
India,Jharkhand,"Financial Year (Apr - Mar), 2012",SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1202.44
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,0-300,INFERRED,29.09
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,0-300,PROVED,3051.51
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,300-600,INDICATED,132.57
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5.33
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,MEDIUM COKING,300-600,PROVED,303.14
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,NON-COKING,0-300,PROVED,268.57
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
India,Jharkhand,"Financial Year (Apr - Mar), 2012",WEST BOKARO,NON-COKING,300-600,PROVED,5.81
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",GURGUNDA,NON-COKING,0-300,INDICATED,47.39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",JOHILLA,NON-COKING,0-300,INDICATED,104.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",JOHILLA,NON-COKING,0-300,INFERRED,32.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",JOHILLA,NON-COKING,0-300,PROVED,185.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",MOHPANI,NON-COKING,0-300,PROVED,7.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PATHAKHERA,NON-COKING,0-300,INDICATED,51.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PATHAKHERA,NON-COKING,0-300,PROVED,261.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PATHAKHERA,NON-COKING,300-600,INDICATED,36.43
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PATHAKHERA,NON-COKING,300-600,INFERRED,68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PATHAKHERA,NON-COKING,300-600,PROVED,29.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,0-300,INDICATED,263.11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,0-300,INFERRED,16.41
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,0-300,PROVED,67.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,300-600,INDICATED,136.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,300-600,INFERRED,142.17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,MEDIUM COKING,300-600,PROVED,40.29
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,0-300,INDICATED,212.76
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,0-300,INFERRED,138.67
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,0-300,PROVED,1084.74
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,300-600,INDICATED,176.84
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,300-600,INFERRED,394.02
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,300-600,PROVED,212.67
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",PENCH-KANHAN,NON-COKING,600-1200,INFERRED,0.86
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,0-300,INDICATED,2566.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,0-300,INFERRED,950.88
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,0-300,PROVED,4970.73
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,300-600,INDICATED,3562.95
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,300-600,INFERRED,767.51
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,300-600,PROVED,545.41
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,600-1200,INDICATED,141.26
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SINGRAULI,NON-COKING,600-1200,INFERRED,75.38
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,0-300,INDICATED,211.38
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,0-300,INFERRED,2.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,0-300,PROVED,184.57
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,300-600,INDICATED,866.78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,300-600,INFERRED,90.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,300-600,PROVED,62.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,600-1200,INDICATED,81.94
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,MEDIUM COKING,600-1200,INFERRED,21.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,0-300,INDICATED,2291.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,0-300,INFERRED,57.74
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,0-300,PROVED,1477.98
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,300-600,INDICATED,1504.42
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,300-600,INFERRED,18.19
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,300-600,PROVED,1.27
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",SOHAGPUR,NON-COKING,600-1200,INDICATED,31.27
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",UMARIA,NON-COKING,0-300,INDICATED,3.59
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",UMARIA,NON-COKING,0-300,PROVED,177.7
India,Maharashtra,"Financial Year (Apr - Mar), 2012",BOKHARA,NON-COKING,0-300,INFERRED,20
India,Maharashtra,"Financial Year (Apr - Mar), 2012",BOKHARA,NON-COKING,0-300,PROVED,10
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,0-300,INDICATED,583.83
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,0-300,INFERRED,41.76
India,Maharashtra,"Financial Year (Apr - Mar), 2012",KAMPTEE,NON-COKING,0-300,PROVED,1203.05
