Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.000981010532037266
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,CEMENT,0.004
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,OTHER,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),1.355
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),1.629
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.075
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.036
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.003
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.049
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.729
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.051
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,9.67
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),1.653
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),15.25
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.42
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- COKERIES,1.94
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.275
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (CAPTIVE),0.38
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),1.149
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,1.109
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.008
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.034
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.604
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),11.988
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.07
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.016
India,Karnataka,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.13
India,Kerala,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.031
India,Kerala,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.018
India,Kerala,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.027
India,Ladakh,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.000151915743701868
India,Ladakh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.000170905211664602
India,Ladakh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.0000189894679627335
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),0.034
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.694
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.03
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.007
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.029
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,3.964
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),18.332
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),37.128
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.118
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.175
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.017
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.083
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,1.181
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.031
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,3.011
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.206
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),48.209
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.145
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.295
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.025
India,Meghalaya,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.011
India,Meghalaya,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,2.31
India,Odisha,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),0.233
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.258
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.08
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,22.096
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.154
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),16.065
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),35.989
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.08
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,2.216
India,Odisha,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- COKERIES,0.255
India,Odisha,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.108
India,Odisha,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.086
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.694
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.028
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.21
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),12.457
India,Punjab,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.012
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,BRICKS,0
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,CEMENT,0.099
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,CHEMICAL,0.002
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,FERTILISERS,0
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,OTHER,0.448
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (CAPTIVE),6.483
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (UTILITY),1.413
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.148
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.307
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.014
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.134
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.471
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),9.593
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.028
India,Rajasthan,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (CAPTIVE),7.342
India,Rajasthan,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.135
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,BRICKS,0.009
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,CEMENT,0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,CHEMICAL,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,FERTILISERS,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,OTHER,0.039
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (CAPTIVE),1.167
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (UTILITY),22.871
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,PULP & PAPER,0.042
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,STEEL (BOILERS),0.035
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.079
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.284
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.039
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),19.171
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.016
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,1.174
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.141
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.014
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,2.131
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.084
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),1.062
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),27.993
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.533
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.079
India,Telangana,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.016
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),0.07
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.037
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.013
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.221
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.226
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,11.092
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.32
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),4.238
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),69.345
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.053
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),7.721
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.103
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.357
India,West Bengal,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (CAPTIVE),0.672
India,West Bengal,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),0.382
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.012
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.002
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.004
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,COLLIERY OWN - CONSUMPTION,0.204
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.02
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.091
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,2.176
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.117
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),47.445
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.014
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.469
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,STEEL (BOILERS),0.056
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.004
India,West Bengal,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- COKERIES,0.741
India,West Bengal,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.118
India,West Bengal,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.744
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.005
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.471
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.06
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.675
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.125
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.763
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),29.155
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.072
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.124
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,0.408
India,Assam,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.022
India,Assam,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.055
India,Assam,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),0.114
India,Assam,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.037
India,Bihar,"Financial Year (Apr - Mar), 2016",MIDDLINGS,BRICKS,0.001
India,Bihar,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.008
India,Bihar,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.006
India,Bihar,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.018
India,Bihar,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.617
India,Bihar,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),6.36
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),0.02
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",MIDDLINGS,STEEL (BOILERS),0.009
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.606
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.066
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.196
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),2.618
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),48.665
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.014
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,3.251
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,0.736
India,Delhi,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.008
India,Delhi,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.03
India,Delhi,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.037
India,Delhi,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.064
India,Delhi,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),2.143
India,Delhi,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.029
India,Delhi,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.042
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,BRICKS,0.384
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,CEMENT,0.103
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,CHEMICAL,0.227
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,FERTILISERS,0.003
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,OTHER,1.009
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,POWER (UTILITY),6.292
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,PULP & PAPER,0.384
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,STEEL (BOILERS),0.114
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,TEXTILES & RAYONS,1.723
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.039
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.766
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.164
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.456
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),16.166
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.005
India,Gujarat,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.028
India,Haryana,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.175
India,Haryana,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.658
India,Haryana,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.045
India,Haryana,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),13.311
India,Haryana,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.219
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.074
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.009
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.031
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,OTHER,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),1.106
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),2.494
India,Jharkhand,"Financial Year (Apr - Mar), 2016",MIDDLINGS,STEEL (BOILERS),0.136
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.041
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.053
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.004
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.057
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY STAFF,0.002
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.904
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.241
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,8.432
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.573
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),32.373
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.497
India,Jharkhand,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,3.443
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.475
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.008
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.042
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.663
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),12.73
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.12
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.023
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.109
India,Kerala,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.035
India,Kerala,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.046
India,Ladakh,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0
India,Ladakh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.055
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.946
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.021
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.016
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.154
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,3.935
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.807
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),57.887
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.151
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.06
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.037
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.624
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.021
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.002
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,4.956
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.213
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),53.709
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.273
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.451
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.052
India,Meghalaya,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,3.712
India,Odisha,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),0.079
India,Odisha,"Financial Year (Apr - Mar), 2016",MIDDLINGS,STEEL (BOILERS),0.109
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.253
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.007
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.004
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.1
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,25.062
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.22
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),15.037
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),27.974
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.024
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,2.559
India,Odisha,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,0.25
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.373
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.035
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.334
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),11.786
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,CEMENT,0.087
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,OTHER,0.599
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,POWER (UTILITY),7.669
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,TEXTILES & RAYONS,0.004
