Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.0647775796205491
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.00631976386541942
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.83223390402742
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.0683324467948475
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),1.16994628558577
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),14.3782527643124
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.289524182084527
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.305718576989665
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.016589380146726
India,Telangana,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,0.00750471959018557
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),0.461
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,FERTILISERS,0.187
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,2.872
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.332
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),4.413
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),44.305
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.03
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.029
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),4.463
India,Uttarakhand,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.269
India,Uttarakhand,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.344
India,Uttarakhand,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.007
India,West Bengal,"Financial Year (Apr - Mar), 2008",MIDDLINGS,COLLIERY OWN - CONSUMPTION,0.004
India,West Bengal,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),0.292
India,West Bengal,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.993
India,West Bengal,"Financial Year (Apr - Mar), 2008",MIDDLINGS,STEEL (BOILERS),0.067
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.007
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.032
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,COLLIERY OWN - CONSUMPTION,0.169
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- COKERIES,0.012
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.083
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,1.495
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.238
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),31.898
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.066
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,1.451
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,STEEL (BOILERS),0.357
India,West Bengal,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.031
India,West Bengal,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,1.261
India,West Bengal,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),0.007
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,BRICKS,0.125238054991136
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,1.91668675464695
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.118582892648612
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,1.17251860180107
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.491876998588376
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),13.1778264529562
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.433795581780892
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.360588796013126
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),0.0272256641285079
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.0175454279939273
India,Assam,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.034
India,Assam,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.165
India,Assam,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.108
India,Bihar,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.122
India,Bihar,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.003
India,Bihar,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.701
India,Bihar,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),5.351
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",MIDDLINGS,OTHER,0.079
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (CAPTIVE),2.165
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,2.068
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,COLLIERY OWN - CONSUMPTION,0.006
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.142
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,2.987
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.117
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),5.085
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),18.895
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.04
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,4.593
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),0.488
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",WASHED COAL,METALLURGICAL USE- COKERIES,0.891
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",WASHED COAL,SPONGE IRON,2.17
India,Delhi,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (UTILITY),0.476
India,Delhi,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.001
India,Delhi,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),2.287
India,Delhi,"Financial Year (Apr - Mar), 2007",WASHED COAL,METALLURGICAL USE- COKERIES,0.572
India,Delhi,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),2.68
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,BRICKS,0.117
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,CEMENT,0.632
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,CHEMICAL,0.943
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,METALLURGICAL USE- DIRECT FEED,0.111
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,OTHER,3.748
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.006
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,POWER (CAPTIVE),0.288
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,POWER (UTILITY),3.202
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,PULP & PAPER,0.153
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,SPONGE IRON,0.001
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,TEXTILES & RAYONS,0.618
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.02
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.148
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.321
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.11
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.058
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),17.062
India,Gujarat,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.072
India,Haryana,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (UTILITY),0.004
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.001
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.568
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.104
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.087
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),6.156
India,Haryana,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.063
India,Haryana,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),1.309
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.752
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.003
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2007",RAW COAL,BRICKS,0.002
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.072
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.006
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.031
India,Jharkhand,"Financial Year (Apr - Mar), 2007",MIDDLINGS,OTHER,0.115
India,Jharkhand,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (CAPTIVE),2.127
India,Jharkhand,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (UTILITY),0.628
India,Jharkhand,"Financial Year (Apr - Mar), 2007",MIDDLINGS,SPONGE IRON,0.072
India,Jharkhand,"Financial Year (Apr - Mar), 2007",MIDDLINGS,STEEL (BOILERS),0.746
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,BRICKS,0.369
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.115
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.009
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,COLLIERY OWN - CONSUMPTION,0.242
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- COKERIES,0.927
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.013
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,3.697
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.049
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.129
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),5.344
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.766
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),0.023
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WASHED COAL,METALLURGICAL USE- COKERIES,3.454
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),0.876
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,1.78
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.01
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.031
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.723
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),6.634
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.255
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.059
India,Karnataka,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.08
India,Kerala,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.05
India,Ladakh,"Financial Year (Apr - Mar), 2007",RAW COAL,BRICKS,0
India,Ladakh,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0
India,Ladakh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (UTILITY),0.246
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,3.048
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.013
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,COLLIERY OWN - CONSUMPTION,0.019
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- COKERIES,0.041
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,2.975
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),1.639
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),24.417
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.241
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.101
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.011
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",WASHED COAL,CEMENT,0.138
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),0.167
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,1.721
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.036
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,2.477
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.556
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),33.651
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.524
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.533
India,Maharashtra,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.109
India,Meghalaya,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,5.787
India,Odisha,"Financial Year (Apr - Mar), 2007",MIDDLINGS,STEEL (BOILERS),0.112
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.354
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.036
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,8.896
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),8.459
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),21.204
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.261
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,3.316
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),1.333
India,Odisha,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.014
India,Odisha,"Financial Year (Apr - Mar), 2007",WASHED COAL,METALLURGICAL USE- COKERIES,0.612
India,Punjab,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.975
India,Punjab,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.534
India,Punjab,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.056
India,Punjab,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),9.049
India,Punjab,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.002
India,Punjab,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),1.201
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,BRICKS,0.161
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,CEMENT,0.021
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,FERTILISERS,0.016
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,OTHER,0.003
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,POWER (CAPTIVE),0.028
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,POWER (UTILITY),0.02
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,PULP & PAPER,0.002
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,TEXTILES & RAYONS,0.216
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,1.096
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.004
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.412
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.436
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.445
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),11.321
India,Rajasthan,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.031
India,Rajasthan,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),0.5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,BRICKS,0.088
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,CEMENT,0.112
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,CHEMICAL,0.028
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,POWER (UTILITY),20.216
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,PULP & PAPER,0.06
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,TEXTILES & RAYONS,0.006
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.146
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.007
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.047
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.299
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),13.334
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.041
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,BRICKS,0.0817619450088638
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,1.25131324535305
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.0774171073513879
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.765481398198928
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.321123001411624
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),8.60317354704378
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.283204418219108
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.235411203986874
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),0.0177743358714921
India,Telangana,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.0114545720060727
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",MIDDLINGS,CHEMICAL,0.127
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (CAPTIVE),0.109
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.021
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,FERTILISERS,0.169
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,3.509
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.334
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),4.393
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),45.363
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.035
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,0.004
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),3.571
India,Uttarakhand,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,0.184
India,Uttarakhand,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.364
India,West Bengal,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (CAPTIVE),0.279
India,West Bengal,"Financial Year (Apr - Mar), 2007",MIDDLINGS,POWER (UTILITY),0.474
India,West Bengal,"Financial Year (Apr - Mar), 2007",MIDDLINGS,PULP & PAPER,0.005
India,West Bengal,"Financial Year (Apr - Mar), 2007",MIDDLINGS,STEEL (BOILERS),0.235
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,CEMENT,0.008
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,CHEMICAL,0.03
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,COLLIERY OWN - CONSUMPTION,0.193
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- COKERIES,0.006
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.078
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,OTHER,2.116
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (CAPTIVE),0.098
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,POWER (UTILITY),31.14
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,PULP & PAPER,0.077
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,SPONGE IRON,1.16
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,STEEL (BOILERS),0.466
India,West Bengal,"Financial Year (Apr - Mar), 2007",RAW COAL,TEXTILES & RAYONS,0.027
India,West Bengal,"Financial Year (Apr - Mar), 2007",WASHED COAL,METALLURGICAL USE- COKERIES,1.143
India,West Bengal,"Financial Year (Apr - Mar), 2007",WASHED COAL,POWER (UTILITY),0.021
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,BRICKS,0.166984073321515
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,CEMENT,1.95903778773574
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,CHEMICAL,0.248056050948627
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,COLLIERY OWN - CONSUMPTION,0.076231859559822
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,METALLURGICAL USE- COKERIES,0.32912802857574
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,OTHER,0.911152226167397
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.004235103308879
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,POWER (CAPTIVE),0.333363131884619
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,POWER (UTILITY),19.385277874256
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,PULP & PAPER,0.470096467285569
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,SPONGE IRON,0.0840970514191687
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,STEEL (BOILERS),1.11927730306088
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",TOTAL COAL,TEXTILES & RAYONS,0.0242005903364514
India,Assam,"Financial Year (Apr - Mar), 2006",TOTAL COAL,CEMENT,0.028
India,Assam,"Financial Year (Apr - Mar), 2006",TOTAL COAL,COLLIERY OWN - CONSUMPTION,0.003
